species,n_locations,dataset
Inocybe_melanopus,1,Combined
Inocybe_putilla,1,Combined
Inocybe_saliceticola,1,Combined
Inocybe_scolopacis,1,Combined
Inocybe_sublilacina,1,Combined
Inocybe_subpaleacea,1,Combined
Inocybe_tetragonospora,1,Combined
Inocybe_tubarioides,1,Combined
Inocybe_ventricosa,1,Combined
Laccaria_trichodermophora,1,Combined
Lactarius_controversus,1,Combined
Lactarius_cordovaensis,1,Combined
Lactarius_decipiens,1,Combined
Lactarius_echinellus,1,Combined
Lactarius_evosmus,1,Combined
Lactarius_imperceptus,1,Combined
Lactarius_lilacinus,1,Combined
Lactarius_nanus,1,Combined
Lactarius_picinus,1,Combined
Lactarius_resimus,1,Combined
Lactarius_spinosulus,1,Combined
Lactarius_uvidus,1,Combined
Lactifluus_subvellereus,1,Combined
Lactifluus_vellereus,1,Combined
Lactifluus_volemus,1,Combined
Lyophyllum_deliberatum,1,Combined
Lyophyllum_maleolens,1,Combined
Neoalbatrellus_subcaeruleoporus,1,Combined
Octaviania_zelleri,1,Combined
Otidea_alutacea,1,Combined
Otidea_cupulata,1,Combined
Otidea_gongnaisiensis,1,Combined
Otidea_mirabilis,1,Combined
Otidea_papillata,1,Combined
Pachyphlodes_carnea,1,Combined
Pachyphlodes_nemoralis,1,Combined
Parascutellinia_carneosanguinea,1,Combined
Phaeocollybia_ammiratii,1,Combined
Picoa_juniperi,1,Combined
Pisolithus_arhizus,1,Combined
Polyozellus_alnophilus,1,Combined
Ramaria_apiculata,1,Combined
Ramaria_aurea,1,Combined
Ramaria_comitis,1,Combined
Ramaria_coulterae,1,Combined
Ramaria_formosa,1,Combined
Ramaria_pallida,1,Combined
Ramaria_rubricarnata,1,Combined
Retiboletus_griseus,1,Combined
Rhizopogon_ochraceorubens,1,Combined
Rhizopogon_subpurpurascens,1,Combined
Rubroboletus_pulcherrimus,1,Combined
Russula_alachuana,1,Combined
Russula_albonigra,1,Combined
Russula_alnetorum,1,Combined
Russula_brunneola,1,Combined
Russula_corallina,1,Combined
Russula_cremoricolor,1,Combined
Russula_crenulata,1,Combined
Russula_decipiens,1,Combined
Russula_flavida,1,Combined
Russula_flavisiccans,1,Combined
Russula_helodes,1,Combined
Russula_laeta,1,Combined
Russula_nauseosa,1,Combined
Russula_nigrescentipes,1,Combined
Russula_odorata,1,Combined
Russula_redolens,1,Combined
Russula_rhodocephala,1,Combined
Russula_sinoadusta,1,Combined
Russula_subemetica,1,Combined
Russula_tengii,1,Combined
Russula_vinosobrunneola,1,Combined
Russula_viscida,1,Combined
Scleroderma_michiganense,1,Combined
Sebacina_dimitica,1,Combined
Sphaerosporella_brunnea,1,Combined
Suillus_bovinus,1,Combined
Suillus_granulatus,1,Combined
Suillus_grevillei,1,Combined
Suillus_pungens,1,Combined
Thaxterogaster_caesiophylloides,1,Combined
Thaxterogaster_frondosomultiformis,1,Combined
Thaxterogaster_oregonensis,1,Combined
Thaxterogaster_pallidirimosus,1,Combined
Thelephora_anthocephala,1,Combined
Tomentella_clavigera,1,Combined
Tomentella_efibulata,1,Combined
Tomentella_longisterigmata,1,Combined
Tomentella_olivacea,1,Combined
Tomentella_pertenuis,1,Combined
Tomentellopsis_zygodesmoides,1,Combined
Tricholoma_atroviolaceum,1,Combined
Tricholoma_brunneoluteum,1,Combined
Tricholoma_bryogenum,1,Combined
Tricholoma_luteomaculosum,1,Combined
Tricholoma_populinum,1,Combined
Tricholoma_scalpturatum,1,Combined
Tricholoma_sejunctum,1,Combined
Trichophaea_woolhopeia,1,Combined
Tuber_arnoldianum,1,Combined
Tuber_excelsireticulatum,1,Combined
Tuber_floridanum,1,Combined
Tuber_mexiusanum,1,Combined
Tuber_wenchuanense,1,Combined
Tylopilus_appalachiensis,1,Combined
Tylospora_fibrillosa,1,Combined
Xerocomellus_rainisiae,1,Combined
